Mail Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Hulking Handaxe,251230,"159 - 266 Damage
Speed 2.60
(81.7 damage per second)
+72 [Strength or Agility]
+1,397 Stamina
+50 Critical Strike
+39 Haste","164 - 273 Damage
Speed 2.60
(84.0 damage per second)
+74 [Strength or Agility]
+1,448 Stamina
+51 Critical Strike
+39 Haste","168 - 281 Damage
Speed 2.60
(86.3 damage per second)
+76 [Strength or Agility]
+1,501 Stamina
+51 Critical Strike
+40 Haste","175 - 292 Damage
Speed 2.60
(89.8 damage per second)
+79 [Strength or Agility]
+1,572 Stamina
+52 Critical Strike
+40 Haste","180 - 300 Damage
Speed 2.60
(92.3 damage per second)
+81 [Strength or Agility]
+1,627 Stamina
+53 Critical Strike
+41 Haste","185 - 309 Damage
Speed 2.60
(95.0 damage per second)
+84 [Strength or Agility]
+1,684 Stamina
+54 Critical Strike
+41 Haste",https://www.wowhead.com/item=251230
Hydra Scale Wristguards,273779,"123 Armor
+81 [Agility or Intellect]
+1,572 Stamina
+63 Critical Strike
+37 Versatility","126 Armor
+83 [Agility or Intellect]
+1,629 Stamina
+64 Critical Strike
+38 Versatility","129 Armor
+86 [Agility or Intellect]
+1,689 Stamina
+64 Critical Strike
+38 Versatility","132 Armor
+89 [Agility or Intellect]
+1,768 Stamina
+66 Critical Strike
+39 Versatility","135 Armor
+91 [Agility or Intellect]
+1,830 Stamina
+66 Critical Strike
+39 Versatility","138 Armor
+94 [Agility or Intellect]
+1,895 Stamina
+67 Critical Strike
+40 Versatility",https://www.wowhead.com/item=273779
Ironroot Collar,251182,"170 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+84 Critical Strike
+49 Haste","173 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+85 Critical Strike
+50 Haste","177 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+86 Critical Strike
+51 Haste","182 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+87 Critical Strike
+52 Haste","185 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+89 Critical Strike
+52 Haste","189 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+90 Critical Strike
+53 Haste",https://www.wowhead.com/item=251182
Jade Ophidian Band,162544,"+1,572 Stamina
+126 Versatility
+213 Mastery
Prismatic Socket","+1,629 Stamina
+129 Versatility
+218 Mastery
Prismatic Socket","+1,689 Stamina
+131 Versatility
+222 Mastery
Prismatic Socket","+1,768 Stamina
+135 Versatility
+228 Mastery
Prismatic Socket","+1,830 Stamina
+137 Versatility
+232 Mastery
Prismatic Socket","+1,895 Stamina
+140 Versatility
+236 Mastery
Prismatic Socket",https://www.wowhead.com/item=162544
Jangling Felpaulets,251125,"170 Armor
+108 [Agility or Intellect]
+2,096 Stamina
+87 Critical Strike
+47 Haste","173 Armor
+111 [Agility or Intellect]
+2,172 Stamina
+88 Critical Strike
+47 Haste","177 Armor
+114 [Agility or Intellect]
+2,252 Stamina
+89 Critical Strike
+48 Haste","182 Armor
+118 [Agility or Intellect]
+2,358 Stamina
+90 Critical Strike
+49 Haste","185 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+92 Critical Strike
+49 Haste","189 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+93 Critical Strike
+50 Haste",https://www.wowhead.com/item=251125
Jeweled Dagger of Subjugation,159136,"110 - 184 Damage
Speed 1.80
(81.7 damage per second)
+72 Agility
+1,397 Stamina
+46 Haste
+42 Mastery","113 - 189 Damage
Speed 1.80
(83.9 damage per second)
+74 Agility
+1,448 Stamina
+47 Haste
+43 Mastery","116 - 195 Damage
Speed 1.80
(86.4 damage per second)
+76 Agility
+1,501 Stamina
+48 Haste
+44 Mastery","121 - 202 Damage
Speed 1.80
(89.7 damage per second)
+79 Agility
+1,572 Stamina
+48 Haste
+44 Mastery","124 - 208 Damage
Speed 1.80
(92.2 damage per second)
+81 Agility
+1,627 Stamina
+49 Haste
+45 Mastery","128 - 214 Damage
Speed 1.80
(95.0 damage per second)
+84 Agility
+1,684 Stamina
+50 Haste
+46 Mastery",https://www.wowhead.com/item=159136
Knot of Writhing Serpents,273794,"+137 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (12139 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (12139 * 1) Nature damage over 15 sec.","+141 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (12684 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (12684 * 1) Nature damage over 15 sec.","+145 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (13250 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (13250 * 1) Nature damage over 15 sec.","+150 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (14039 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (14039 * 1) Nature damage over 15 sec.","+154 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (14657 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (14657 * 1) Nature damage over 15 sec.","+159 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (15299 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (15299 * 1) Nature damage over 15 sec.",https://www.wowhead.com/item=273794
Kyrakka's Searing Embers,193748,"+127 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 25493 and expelling 8086 Fire damage split between nearby enemies. (1s cooldown)","+128 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 26279 and expelling 8335 Fire damage split between nearby enemies. (1s cooldown)","+130 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 27089 and expelling 8592 Fire damage split between nearby enemies. (1s cooldown)","+133 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 28208 and expelling 8947 Fire damage split between nearby enemies. (1s cooldown)","+134 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 29078 and expelling 9223 Fire damage split between nearby enemies. (1s cooldown)","+136 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 29973 and expelling 9507 Fire damage split between nearby enemies. (1s cooldown)",https://www.wowhead.com/item=193748
Legguards of the Awakening Brood,158365,"216 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+81 Versatility
+96 Mastery","220 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+82 Versatility
+98 Mastery","225 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+83 Versatility
+99 Mastery","231 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+85 Versatility
+101 Mastery","236 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+86 Versatility
+102 Mastery","241 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+87 Versatility
+103 Mastery",https://www.wowhead.com/item=158365
Lightspire Core,250214,"+137 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 101.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 177 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+141 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 103.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 179 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+145 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 104.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 182 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+150 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 106.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 185 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+154 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 107.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 188 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+159 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 109.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 190 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""",https://www.wowhead.com/item=250214
Lightwarden's Bind,251194,"+1,572 Stamina
+112 Versatility
+228 Mastery","+1,629 Stamina
+114 Versatility
+232 Mastery","+1,689 Stamina
+116 Versatility
+237 Mastery","+1,768 Stamina
+119 Versatility
+243 Mastery","+1,830 Stamina
+121 Versatility
+248 Mastery","+1,895 Stamina
+123 Versatility
+252 Mastery",https://www.wowhead.com/item=251194
Lithiel's Linked Leggings,251134,"216 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+104 Critical Strike
+74 Haste","220 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+105 Critical Strike
+75 Haste","225 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+107 Critical Strike
+76 Haste","231 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+109 Critical Strike
+77 Haste","236 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+110 Critical Strike
+78 Haste","241 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+112 Critical Strike
+79 Haste",https://www.wowhead.com/item=251134
Loa-Blessed Chestguard,159305,"247 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+66 Haste
+112 Mastery","252 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+67 Haste
+113 Mastery","257 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+68 Haste
+115 Mastery","264 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+69 Haste
+117 Mastery","270 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+70 Haste
+118 Mastery","275 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+71 Haste
+120 Mastery",https://www.wowhead.com/item=159305
Lustrous Golden Plumage,159617,"+137 Agility
Use: Your movements shimmer with golden plumage, increasing your Versatility by 609 for 20 sec. (2 Min Cooldown)","+141 Agility
Use: Your movements shimmer with golden plumage, increasing your Versatility by 617 for 20 sec. (2 Min Cooldown)","+145 Agility
Use: Your movements shimmer with golden plumage, increasing your Versatility by 625 for 20 sec. (2 Min Cooldown)","+150 Agility
Use: Your movements shimmer with golden plumage, increasing your Versatility by 636 for 20 sec. (2 Min Cooldown)","+154 Agility
Use: Your movements shimmer with golden plumage, increasing your Versatility by 645 for 20 sec. (2 Min Cooldown)","+159 Agility
Use: Your movements shimmer with golden plumage, increasing your Versatility by 653 for 20 sec. (2 Min Cooldown)",https://www.wowhead.com/item=159617
Manaheart's Binding Flame,250243,"+137 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 238602. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+141 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 249313. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+145 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 260439. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+150 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 275946. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+154 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 288100. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)","+159 [Agility or Strength]
Use: Form a Fel Shield for 10 sec, absorbing 30% of incoming damage, up to 300722. While the shield holds, a portion of the absorbed damage is stored as volatile Fel energy.
When the shield expires or breaks, the energy erupts and inflicts Fire damage to split between nearby enemies. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250243
Manipulator's Vest,251224,"247 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+70 Versatility
+108 Mastery","252 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+71 Versatility
+109 Mastery","257 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+72 Versatility
+111 Mastery","264 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+73 Versatility
+113 Mastery","270 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+74 Versatility
+114 Mastery","275 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+75 Versatility
+116 Mastery",https://www.wowhead.com/item=251224
Mchimba's Ritual Bandages,159618,"+137 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [176704 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+141 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [184636 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+145 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [192876 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+150 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [204360 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+154 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [213361 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)","+159 [Agility or Strength]
Use: Wrap yourself in ritual bandages, absorbing [222709 * (1 + Versatility)] damage for 6 sec. (1 Min Cooldown)",https://www.wowhead.com/item=159618
Mindpiercer's Sigil,250224,"Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 48745 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 428 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 50933 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 440 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 53206 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 453 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 56374 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 470 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 58857 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 483 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 61435 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 497 Intellect for 10 sec.",https://www.wowhead.com/item=250224
Mycolic Medicine,250248,"+137 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 35629 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 20360.
""""A draught from a species long lost everywhere but in dreams.""""","+141 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 37229 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 21274.
""""A draught from a species long lost everywhere but in dreams.""""","+145 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 38890 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 22223.
""""A draught from a species long lost everywhere but in dreams.""""","+150 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 41205 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 23546.
""""A draught from a species long lost everywhere but in dreams.""""","+154 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 43020 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 24583.
""""A draught from a species long lost everywhere but in dreams.""""","+159 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 44905 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 25660.
""""A draught from a species long lost everywhere but in dreams.""""",https://www.wowhead.com/item=250248
Nalorakk's Nightmare,251145,"185 Armor
+144 [Agility or Intellect]
+2,794 Stamina
+104 Haste
+74 Versatility","189 Armor
+148 [Agility or Intellect]
+2,896 Stamina
+105 Haste
+75 Versatility","193 Armor
+152 [Agility or Intellect]
+3,002 Stamina
+107 Haste
+76 Versatility","198 Armor
+158 [Agility or Intellect]
+3,143 Stamina
+109 Haste
+77 Versatility","202 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+110 Haste
+78 Versatility","206 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+112 Haste
+79 Versatility",https://www.wowhead.com/item=251145
